expected_items,inserted_items,load_factor,query_count,false_positives,observed_false_positive_rate,estimated_false_positive_rate,fill_ratio,bit_count,hash_count
100000,25000,0.25,100000,0,0.0,3.6041501959913267e-06,0.16672926408389724,958506,7
100000,50000,0.5,100000,29,0.00029,0.00025069266290340725,0.30571326627063367,958506,7
100000,75000,0.75,100000,237,0.00237,0.0023729888632223165,0.42154457040435844,958506,7
100000,100000,1.0,100000,989,0.00989,0.010039209581758123,0.5181793332540433,958506,7
100000,125000,1.25,100000,2635,0.02635,0.027550181302268956,0.5982445597627976,958506,7
100000,150000,1.5,100000,5800,0.058,0.057882905056135914,0.6649744498208671,958506,7
100000,200000,2.0,100000,15712,0.15712,0.15745285226972328,0.7678543483295879,958506,7
100000,300000,3.0,100000,43717,0.43717,0.4360377173286555,0.8884472293339843,958506,7
