expected_items,inserted_items,load_factor,query_count,false_positives,observed_false_positive_rate,estimated_false_positive_rate,fill_ratio,bit_count,hash_count
10000,2500,0.25,10000,0,0.0,3.6040542314896274e-06,0.16734306371347196,95851,7
10000,5000,0.5,10000,4,0.0004,0.0002506865955812445,0.3065382729444659,95851,7
10000,7500,0.75,10000,29,0.0029,0.0023729368036335477,0.42026687254175754,95851,7
10000,10000,1.0,10000,92,0.0092,0.010039010484203732,0.5181062273737363,95851,7
10000,12500,1.25,10000,300,0.03,0.027549688721320353,0.5977089440903068,95851,7
10000,15000,1.5,10000,558,0.0558,0.05788197452112739,0.6676091016264828,95851,7
10000,20000,2.0,10000,1551,0.1551,0.15745082176726732,0.7687348071485952,95851,7
10000,30000,3.0,10000,4314,0.4314,0.43603420409529914,0.8869182376814013,95851,7
